#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
HADR_TerrainChouldari;nbkm1kjv-DualSPHysics5 v5.4.355 (08-04-2025);08-09-2026 12:53:02;64,215;0.670264;1.340156;0.938749;5,836,950;11,326,968;973,320;1,031;;0.500138;11;0;64,215;1,792;Gpu_0?="NVIDIA GeForce RTX 4050 Laptop GPU";CellsFull - Pos-Cell - Single-GPU;HADR_TerrainChouldari - 3D - DBC - Verlet - (40) - CubicSpline - Visco_Artificial(0.1b1) - DDT2(0.1) - RhopOut(700-1300);58,449;58,449;0.100000;0.173205;0;0;0.268673;0.0304234;0.0046785;0.0983278;0.0346417;0.0611555;0;0.0528483;0;0.334213;0;0.025289;0;0;0;0;0.0081439;0.0183152;0;0;0;0;0
