#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
HADR_TerrainChouldari;163t9r8w-DualSPHysics5 v5.4.355 (08-04-2025);08-09-2026 19:30:23;66,225;7.226355;1.204324;7.328517;6,017,850;12,005,760;1,326,040;10,791;;6.000339;121;2,614;66,225;8,190;Gpu_0?="NVIDIA GeForce RTX 4050 Laptop GPU";CellsFull - Pos-Cell - Single-GPU;HADR_TerrainChouldari - 3D - DBC - Verlet - (40) - CubicSpline - Visco_Artificial(0.1b1) - DDT2(0.1) - RhopOut(700-1300);56,367;55,707;0.100000;0.173205;0;0;0.102025;0.511193;0.0452049;1.10034;0.4093;0.65029;0.0945407;0.525972;0;3.13402;0;0.252628;0;0.139454;0;0;0.0873554;0.251216;0;0;0;0;0
