x_m,y_m,elevation_m,x_sim,y_sim,z_sim
1.271918486748705618e+03,6.133824610149022192e+02,3.943233728408813477e+00,2.543836973497411336e+01,1.226764922029804517e+01,7.886467456817626565e-02
1.302198690740391612e+03,6.133469463412184268e+02,3.521164655685424805e+00,2.604397381480783125e+01,1.226693892682436804e+01,7.042329311370849887e-02
1.332478893942083232e+03,6.133114612521603703e+02,2.196923494338989258e+00,2.664957787884166507e+01,1.226622922504320812e+01,4.393846988677978932e-02
3.039216421672608703e+01,5.841482059361878783e+02,5.741301345825195312e+01,6.078432843345217274e-01,1.168296411872375806e+01,1.148260269165038983e+00
6.067243117565521970e+01,5.841114791096188128e+02,6.454260253906250000e+01,1.213448623513104341e+00,1.168222958219237562e+01,1.290852050781249982e+00
9.095269731618463993e+01,5.840747818676754832e+02,7.107218933105468750e+01,1.819053946323692772e+00,1.168149563735351038e+01,1.421443786621093830e+00
1.212329626418068074e+02,5.840381142098922282e+02,7.311191558837890625e+01,2.424659252836136147e+00,1.168076228419784535e+01,1.462238311767578125e+00
1.515132271531037986e+02,5.840014761362690479e+02,6.226501846313476562e+01,3.030264543062076044e+00,1.168002952272538053e+01,1.245300369262695384e+00
1.817934908465831541e+02,5.839648676470387727e+02,5.441646194458007812e+01,3.635869816931663223e+00,1.167929735294077531e+01,1.088329238891601491e+00
2.120737537270761095e+02,5.839282887422014028e+02,4.066819763183593750e+01,4.241475074541522616e+00,1.167856577484402791e+01,8.133639526367187900e-01
2.423540157938841730e+02,5.838917394217569381e+02,2.600000000000000000e+01,4.847080315877683176e+00,1.167783478843513834e+01,5.200000000000000178e-01
2.726342770462506451e+02,5.838552196857053787e+02,2.600000000000000000e+01,5.452685540925013008e+00,1.167710439371410835e+01,5.200000000000000178e-01
3.029145374889485538e+02,5.838187295338138938e+02,2.600000000000000000e+01,6.058290749778970863e+00,1.167637459067627859e+01,5.200000000000000178e-01
3.331947971186018549e+02,5.837822689660824835e+02,2.600000000000000000e+01,6.663895942372037418e+00,1.167564537932164903e+01,5.200000000000000178e-01
3.634750559357926250e+02,5.837458379825111479e+02,3.414012527465820312e+01,7.269501118715852250e+00,1.167491675965022324e+01,6.828025054931641247e-01
3.937553139438969083e+02,5.837094365835655481e+02,3.977352142333984375e+01,7.875106278877938237e+00,1.167418873167131110e+01,7.954704284667969416e-01
4.240355711422744207e+02,5.836730647690128535e+02,4.910726928710937500e+01,8.480711422845487846e+00,1.167346129538025679e+01,9.821453857421875711e-01
4.543158275315072387e+02,5.836367225386202335e+02,4.970082092285156250e+01,9.086316550630144206e+00,1.167273445077240446e+01,9.940164184570312589e-01
4.845960831123520620e+02,5.836004098923876882e+02,3.719120407104492188e+01,9.691921662247041880e+00,1.167200819784775412e+01,7.438240814208983975e-01
5.148763378853909671e+02,5.835641268307808787e+02,2.396194648742675781e+01,1.029752675770781956e+01,1.167128253661561743e+01,4.792389297485351585e-01
5.451565918513224460e+02,5.835278733528684825e+02,1.137055206298828125e+01,1.090313183702644828e+01,1.167055746705736929e+01,2.274110412597656339e-01
5.754368450093315914e+02,5.834916494598146528e+02,1.078168678283691406e+01,1.150873690018663176e+01,1.166983298919629242e+01,2.156337356567382957e-01
6.057170973643660545e+02,5.834554551506880671e+02,1.078168678283691406e+01,1.211434194728732194e+01,1.166910910301376170e+01,2.156337356567382957e-01
6.359973489128751680e+02,5.834192904259543866e+02,1.078168678283691406e+01,1.271994697825750364e+01,1.166838580851908880e+01,2.156337356567382957e-01
6.662775996554992162e+02,5.833831552853807807e+02,1.492181491851806641e+01,1.332555199310998439e+01,1.166766310570761611e+01,2.984362983703613414e-01
6.965578495956724510e+02,5.833470497289672494e+02,1.708633422851562500e+01,1.393115699191344881e+01,1.166694099457934541e+01,3.417266845703125222e-01
7.268380987326381728e+02,5.833109737574122846e+02,1.842013168334960938e+01,1.453676197465276410e+01,1.166621947514824598e+01,3.684026336669922186e-01
7.571183470671530813e+02,5.832749273693189025e+02,1.605763053894042969e+01,1.514236694134306127e+01,1.166549854738637748e+01,3.211526107788085782e-01
7.873985945997410454e+02,5.832389105658512563e+02,1.543664073944091797e+01,1.574797189199482084e+01,1.166477821131702619e+01,3.087328147888183660e-01
8.176788413311587647e+02,5.832029233465436846e+02,7.392012119293212891e+00,1.635357682662317558e+01,1.166405846693087334e+01,1.478402423858642678e-01
8.479590872606495395e+02,5.831669657116290182e+02,4.301208496093750000e+00,1.695918174521299093e+01,1.166333931423258008e+01,8.602416992187500444e-02
8.782393323916476220e+02,5.831310376606415957e+02,4.869496345520019531e+00,1.756478664783295329e+01,1.166262075321283298e+01,9.738992691040039562e-02
9.085195767247932963e+02,5.830951391942799091e+02,5.179298400878906250e+00,1.817039153449586664e+01,1.166190278388559776e+01,1.035859680175781339e-01
9.387998202565941028e+02,5.830592703116126359e+02,4.485191822052001953e+00,1.877599640513188106e+01,1.166118540623225286e+01,8.970383644104004683e-02
9.690800629918812774e+02,5.830234310138039291e+02,4.818432807922363281e+00,1.938160125983762683e+01,1.166046862027607922e+01,9.636865615844726618e-02
9.993603049299563281e+02,5.829876212996896356e+02,4.290781021118164062e+00,1.998720609859912756e+01,1.165975242599379236e+01,8.581562042236327847e-02
1.029640546070004348e+03,5.829518411702010781e+02,4.097181797027587891e+00,2.059281092140008695e+01,1.165903682340402092e+01,8.194363594055176225e-02
1.059920786416914780e+03,5.829160906248725951e+02,3.381662368774414062e+00,2.119841572833829701e+01,1.165832181249745148e+01,6.763324737548828680e-02
1.090201025967136957e+03,5.828803696630056947e+02,3.099433422088623047e+00,2.180402051934273899e+01,1.165760739326011475e+01,6.198866844177246260e-02
1.120481264722766355e+03,5.828446782862301916e+02,2.669639348983764648e+00,2.240962529445532780e+01,1.165689356572460333e+01,5.339278697967529685e-02
1.150761502683046274e+03,5.828090164931491017e+02,2.849472999572753906e+00,2.301523005366092534e+01,1.165618032986298225e+01,5.698945999145507701e-02
1.181041739852807950e+03,5.827733842844609171e+02,2.741085767745971680e+00,2.362083479705615829e+01,1.165546768568921898e+01,5.482171535491943415e-02
1.211321976228558924e+03,5.827377816601656377e+02,2.690778017044067383e+00,2.422643952457118033e+01,1.165475563320331354e+01,5.381556034088134932e-02
1.241602211810881272e+03,5.827022086197976023e+02,3.901684522628784180e+00,2.483204423621762658e+01,1.165404417239595247e+01,7.803369045257568803e-02
1.271882446603325661e+03,5.826666651635896415e+02,3.574128866195678711e+00,2.543764893206651223e+01,1.165333330327179340e+01,7.148257732391358199e-02
1.302162680605077185e+03,5.826311512915417552e+02,3.398232460021972656e+00,2.604325361210154455e+01,1.165262302583083454e+01,6.796464920043945868e-02
1.332442913816834334e+03,5.825956670038867742e+02,1.988686323165893555e+00,2.664885827633668569e+01,1.165191334007773527e+01,3.977372646331787248e-02
3.035489453369518742e+01,5.534323772289790213e+02,6.368527603149414062e+01,6.070978906739037395e-01,1.106864754457958000e+01,1.273705520629882848e+00
6.063519150210777298e+01,5.533956512317527086e+02,7.256044006347656250e+01,1.212703830042155539e+00,1.106791302463505389e+01,1.451208801269531223e+00
9.091548765217885375e+01,5.533589548179879785e+02,7.777243804931640625e+01,1.818309753043577004e+00,1.106717909635976049e+01,1.555448760986328116e+00
1.211957829873426817e+02,5.533222879876848310e+02,7.692235565185546875e+01,2.423915659746853635e+00,1.106644575975369627e+01,1.538447113037109348e+00
1.514760775081231259e+02,5.532856507415417582e+02,7.208240509033203125e+01,3.029521550162462606e+00,1.106571301483083580e+01,1.441648101806640714e+00
1.817563712111441419e+02,5.532490430786274374e+02,6.704148101806640625e+01,3.635127424222882819e+00,1.106498086157254868e+01,1.340829620361328134e+00
2.120366641011787578e+02,5.532124649994075298e+02,5.933670425415039062e+01,4.240733282023574802e+00,1.106424929998815010e+01,1.186734085083007928e+00
2.423169561774702743e+02,5.531759165041148663e+02,2.600000000000000000e+01,4.846339123549405770e+00,1.106351833008229768e+01,5.200000000000000178e-01
2.725972474393201992e+02,5.531393975922837853e+02,2.600000000000000000e+01,5.451944948786404233e+00,1.106278795184567620e+01,5.200000000000000178e-01
3.028775378916179761e+02,5.531029082639142871e+02,2.600000000000000000e+01,6.057550757832359523e+00,1.106205816527828567e+01,5.200000000000000178e-01
3.331578275306965224e+02,5.530664485194720328e+02,2.600000000000000000e+01,6.663156550613930307e+00,1.106132897038944130e+01,5.200000000000000178e-01
3.634381163573707454e+02,5.530300183584913611e+02,2.736881446838378906e+01,7.268762327147414659e+00,1.106060036716982786e+01,5.473762893676757946e-01
3.937184043750166893e+02,5.529936177812051028e+02,3.075756263732910156e+01,7.874368087500333679e+00,1.105987235562410298e+01,6.151512527465820002e-01
4.239986915828194469e+02,5.529572467878460884e+02,3.576409912109375000e+01,8.479973831656389294e+00,1.105914493575692248e+01,7.152819824218750178e-01
4.542789779815939255e+02,5.529209053774829954e+02,3.280362701416015625e+01,9.085579559631879576e+00,1.105841810754965948e+01,6.560725402832031650e-01
4.845592635718639940e+02,5.528845935515128076e+02,1.973535728454589844e+01,9.691185271437280591e+00,1.105769187103025608e+01,3.947071456909179710e-01
5.148395483544445597e+02,5.528483113083057106e+02,1.078168678283691406e+01,1.029679096708889219e+01,1.105696622616611435e+01,2.156337356567382957e-01
5.451198323298012838e+02,5.528120586492586881e+02,1.078168678283691406e+01,1.090239664659602603e+01,1.105624117298517461e+01,2.156337356567382957e-01
5.754001154973520897e+02,5.527758355739060789e+02,1.078168678283691406e+01,1.150800230994704165e+01,1.105551671147812165e+01,2.156337356567382957e-01
6.056803978618117981e+02,5.527396420820150524e+02,1.078168678283691406e+01,1.211360795723623696e+01,1.105479284164030140e+01,2.156337356567382957e-01
6.359606794198043644e+02,5.527034781735856086e+02,1.078168678283691406e+01,1.271921358839608729e+01,1.105406956347171210e+01,2.156337356567382957e-01
6.662409601718536578e+02,5.526673438483849168e+02,1.354346847534179688e+01,1.332481920343707316e+01,1.105334687696769791e+01,2.708693695068359331e-01
6.965212401214521378e+02,5.526312391075771302e+02,1.413965129852294922e+01,1.393042480242904269e+01,1.105262478215154331e+01,2.827930259704589666e-01
7.268015192679013126e+02,5.525951639499980956e+02,1.720081710815429688e+01,1.453603038535802661e+01,1.105190327899996205e+01,3.440163421630859641e-01
7.570817976118414663e+02,5.525591183756478131e+02,2.114480018615722656e+01,1.514163595223682890e+01,1.105118236751295591e+01,4.228960037231445646e-01
7.873620751538546756e+02,5.525231023854576051e+02,1.902064514160156250e+01,1.574724150307709358e+01,1.105046204770915175e+01,3.804129028320312744e-01
8.176423518947558478e+02,5.524871159784961492e+02,1.002327442169189453e+01,1.635284703789511696e+01,1.104974231956992270e+01,2.004654884338379073e-01
8.479226278336718678e+02,5.524511591549962759e+02,4.383702754974365234e+00,1.695845255667343920e+01,1.104902318309992637e+01,8.767405509948730802e-02
8.782029029740951955e+02,5.524152319154236466e+02,4.133457183837890625e+00,1.756405805948190491e+01,1.104830463830847265e+01,8.266914367675781694e-02
9.084831773166661151e+02,5.523793342593125999e+02,3.965731859207153320e+00,1.816966354633332159e+01,1.104758668518625164e+01,7.931463718414306918e-02
9.387634508578921668e+02,5.523434661864303052e+02,3.642782926559448242e+00,1.877526901715784291e+01,1.104686932372860575e+01,7.285565853118897151e-02
9.690437236025463790e+02,5.523076276974752545e+02,3.546798229217529297e+00,1.938087447205092673e+01,1.104615255394950601e+01,7.093596458435058594e-02
9.993239955500466749e+02,5.522718187919817865e+02,3.247334718704223633e+00,1.998647991100093435e+01,1.104543637583963545e+01,6.494669437408447099e-02
1.029604266699519940e+03,5.522360394699499011e+02,3.168943643569946289e+00,2.059208533399040064e+01,1.104472078939899760e+01,6.337887287139892800e-02
1.059884537055797409e+03,5.522002897318452597e+02,2.906931400299072266e+00,2.119769074111594875e+01,1.104400579463690590e+01,5.813862800598144920e-02
1.090164806615444832e+03,5.521645695767365396e+02,2.286008834838867188e+00,2.180329613230889763e+01,1.104329139153473172e+01,4.572017669677734542e-02
1.120445075380499475e+03,5.521288790053222328e+02,2.526700258255004883e+00,2.240890150760998978e+01,1.104257758010644430e+01,5.053400516510010015e-02
1.150725343350146431e+03,5.520932180176023394e+02,2.467209815979003906e+00,2.301450686700292891e+01,1.104186436035204721e+01,4.934419631958007757e-02
1.181005610529275145e+03,5.520575866131111979e+02,1.986484408378601074e+00,2.362011221058550348e+01,1.104115173226222346e+01,3.972968816757202482e-02
1.211285876914393157e+03,5.520219847923144698e+02,1.881603717803955078e+00,2.422571753828786356e+01,1.104043969584629004e+01,3.763207435607910517e-02
1.241566142506140750e+03,5.519864125552121550e+02,2.237176656723022461e+00,2.483132285012281670e+01,1.103972825110424338e+01,4.474353313446045172e-02
1.271846407307893969e+03,5.519508699013385922e+02,2.506486415863037109e+00,2.543692814615787867e+01,1.103901739802677184e+01,5.012972831726074385e-02
1.302126671319012530e+03,5.519153568309266120e+02,2.548546075820922852e+00,2.604253342638025259e+01,1.103830713661853302e+01,5.097092151641845897e-02
1.332406934540136717e+03,5.518798733444418758e+02,2.178392410278320312e+00,2.664813869080273534e+01,1.103759746688883858e+01,4.356784820556641041e-02
3.031762572959996760e+01,5.227165491096675396e+02,6.424530029296875000e+01,6.063525145919993475e-01,1.045433098219335122e+01,1.284906005859375089e+00
6.059795270685572177e+01,5.226798239413183182e+02,7.633231353759765625e+01,1.211959054137114355e+00,1.045359647882636622e+01,1.526646270751953249e+00
9.087827886576997116e+01,5.226431283559650183e+02,8.093906402587890625e+01,1.817565577315399361e+00,1.045286256711930051e+01,1.618781280517578081e+00
1.211586042097187601e+02,5.226064623536076397e+02,7.938257598876953125e+01,2.423172084194375131e+00,1.045212924707215230e+01,1.587651519775390652e+00
1.514389287393423729e+02,5.225698259342461824e+02,7.191262054443359375e+01,3.028778574786847422e+00,1.045139651868492336e+01,1.438252410888671839e+00
1.817192524511483498e+02,5.225332190978806466e+02,6.636670684814453125e+01,3.634385049022966996e+00,1.045066438195761371e+01,1.327334136962890598e+00
2.119995753500261344e+02,5.224966418445110321e+02,6.220365142822265625e+01,4.239991507000523185e+00,1.044993283689022157e+01,1.244073028564453232e+00
2.422798974351026118e+02,5.224600941741373390e+02,4.175178146362304688e+01,4.845597948702052626e+00,1.044920188348274692e+01,8.350356292724609997e-01
2.725602187057957053e+02,5.224235760867595673e+02,2.600000000000000000e+01,5.451204374115913964e+00,1.044847152173519156e+01,5.200000000000000178e-01
3.028405391668202356e+02,5.223870875823777169e+02,2.600000000000000000e+01,6.056810783336405102e+00,1.044774175164755370e+01,5.200000000000000178e-01
3.331208588147419505e+02,5.223506286612246186e+02,2.600000000000000000e+01,6.662417176294838761e+00,1.044701257322449273e+01,5.200000000000000178e-01
3.634011776502011344e+02,5.223141993226017803e+02,2.600000000000000000e+01,7.268023553004022475e+00,1.044628398645203582e+01,5.200000000000000178e-01
3.936814956766320392e+02,5.222777995667420328e+02,2.600000000000000000e+01,7.873629913532640856e+00,1.044555599133484058e+01,5.200000000000000178e-01
4.239618128932197578e+02,5.222414293943438679e+02,2.600000000000000000e+01,8.479236257864394943e+00,1.044482858788687807e+01,5.200000000000000178e-01
4.542421293007791974e+02,5.222050888047087938e+02,2.600000000000000000e+01,9.084842586015584587e+00,1.044410177609417545e+01,5.200000000000000178e-01
4.845224448998342268e+02,5.221687777980696410e+02,2.144716453552246094e+01,9.690448897996684963e+00,1.044337555596139389e+01,4.289432907104492321e-01
5.148027596911415458e+02,5.221324963741935790e+02,1.283274269104003906e+01,1.029605519382283063e+01,1.044264992748387222e+01,2.566548538208007768e-01
5.450830736752832308e+02,5.220962445333134383e+02,1.078168678283691406e+01,1.090166147350566561e+01,1.044192489066626983e+01,2.156337356567382957e-01
5.753633868515607901e+02,5.220600222758948803e+02,1.202292823791503906e+01,1.150726773703121530e+01,1.044120044551789839e+01,2.404585647583007968e-01
6.056436992248054594e+02,5.220238296010065824e+02,1.332509517669677734e+01,1.211287398449610997e+01,1.044047659202013101e+01,2.665019035339355469e-01
6.359240107915247791e+02,5.219876665091142058e+02,1.865909194946289062e+01,1.271848021583049615e+01,1.043975333018228469e+01,3.731818389892578303e-01
6.662043215523590334e+02,5.219515329995192587e+02,1.637136268615722656e+01,1.332408643104718138e+01,1.043903065999038482e+01,3.274272537231445179e-01
6.964846315106842667e+02,5.219154290736187249e+02,1.562087345123291016e+01,1.392969263021368498e+01,1.043830858147237528e+01,3.124174690246582231e-01
7.267649406658601947e+02,5.218793547304812819e+02,1.739405441284179688e+01,1.453529881331720475e+01,1.043758709460962564e+01,3.478810882568359464e-01
7.570452490185271017e+02,5.218433099701069295e+02,2.155430412292480469e+01,1.514090498037054289e+01,1.043686619940213944e+01,4.310860824584961115e-01
7.873255565692670643e+02,5.218072947929613292e+02,2.052729415893554688e+01,1.574651113138534164e+01,1.043614589585922658e+01,4.105458831787109353e-01
8.176058633188949898e+02,5.217713091981131583e+02,1.674538612365722656e+01,1.635211726637789909e+01,1.043542618396226374e+01,3.349077224731445424e-01
8.478861692665377632e+02,5.217353531867265701e+02,9.923573493957519531e+00,1.695772338533075541e+01,1.043470706373453183e+01,1.984714698791504028e-01
8.781664744156878442e+02,5.216994267581030726e+02,4.294847488403320312e+00,1.756332948831375873e+01,1.043398853516206159e+01,8.589694976806640236e-02
9.084467787669273093e+02,5.216635299124754965e+02,3.642587661743164062e+00,1.816893557533854775e+01,1.043327059824951064e+01,7.285175323486328680e-02
9.387270823168801144e+02,5.216276626491453499e+02,3.278821945190429688e+00,1.877454164633760314e+01,1.043255325298290792e+01,6.557643890380859819e-02
9.690073850703192875e+02,5.215918249695096165e+02,3.315540075302124023e+00,1.938014770140638632e+01,1.043183649939019197e+01,6.631080150604248824e-02
9.992876870264299214e+02,5.215560168724041432e+02,3.000584602355957031e+00,1.998575374052859743e+01,1.043112033744808365e+01,6.001169204711914035e-02
1.029567988184629939e+03,5.215202383580617607e+02,2.925513982772827148e+00,2.059135976369259780e+01,1.043040476716123521e+01,5.851027965545654158e-02
1.059848288549634162e+03,5.214844894269481301e+02,2.812625169754028320e+00,2.119696577099268353e+01,1.042968978853896367e+01,5.625250339508056779e-02
1.090128588117950130e+03,5.214487700778990984e+02,2.306017637252807617e+00,2.180257176235900474e+01,1.042897540155798275e+01,4.612035274505615207e-02
1.120408886891673319e+03,5.214130803125444800e+02,2.250456809997558594e+00,2.240817773783346567e+01,1.042826160625089038e+01,4.500913619995117188e-02
1.150689184870047029e+03,5.213774201294872910e+02,2.263094902038574219e+00,2.301378369740094243e+01,1.042754840258974625e+01,4.526189804077148521e-02
1.180969482057844289e+03,5.213417895296588540e+02,2.001807928085327148e+00,2.361938964115688577e+01,1.042683579059317722e+01,4.003615856170654463e-02
1.211249778451630846e+03,5.213061885123606771e+02,2.178500652313232422e+00,2.422499556903261819e+01,1.042612377024721404e+01,4.357001304626464955e-02
1.241530074052046984e+03,5.212706170782912523e+02,1.881603717803955078e+00,2.483060148104094012e+01,1.042541234156582597e+01,3.763207435607910517e-02
1.271810368862468749e+03,5.212350752269849181e+02,1.907702207565307617e+00,2.543620737724937442e+01,1.042470150453969779e+01,3.815404415130615318e-02
1.302090662882255856e+03,5.211995629584416747e+02,2.157508850097656250e+00,2.604181325764511712e+01,1.042399125916883307e+01,4.315017700195312306e-02
1.332370956112048589e+03,5.211640802726615220e+02,3.126655817031860352e+00,2.664741912224097220e+01,1.042328160545323001e+01,6.253311634063721258e-02
0.000000000000000000e+00,4.920374755000229925e+02,5.024088287353515625e+01,0.000000000000000000e+00,9.840749510000460276e+00,1.004817657470703063e+00
3.028035780449863523e+01,4.920007215784862638e+02,6.040258407592773438e+01,6.056071560899727313e-01,9.840014431569725772e+00,1.208051681518554688e+00
6.056071478995727375e+01,4.919639972392469645e+02,7.069499969482421875e+01,1.211214295799145413e+00,9.839279944784939502e+00,1.413899993896484464e+00
9.084107095695799217e+01,4.919273024825379252e+02,7.165516662597656250e+01,1.816821419139159843e+00,9.838546049650759073e+00,1.433103332519531259e+00
1.211214263089932501e+02,4.918906373076606542e+02,7.032728576660156250e+01,2.422428526179865038e+00,9.837812746153213439e+00,1.406545715332031321e+00
1.514017808467615396e+02,4.918540017155464739e+02,6.701635742187500000e+01,3.028035616935230934e+00,9.837080034310929477e+00,1.340327148437500115e+00
1.816821345666539855e+02,4.918173957054968923e+02,6.302659606933593750e+01,3.633642691333079711e+00,9.836347914109937918e+00,1.260531921386718768e+00
2.119624874736182392e+02,4.917808192779775709e+02,5.775656890869140625e+01,4.239249749472365103e+00,9.835616385559552199e+00,1.155131378173828161e+00
2.422428395667811856e+02,4.917442724325228482e+02,3.870719909667968750e+01,4.844856791335623747e+00,9.834885448650457107e+00,7.741439819335937944e-01
2.725231908455607481e+02,4.917077551698312163e+02,2.600000000000000000e+01,5.450463816911215176e+00,9.834155103396623687e+00,5.200000000000000178e-01
3.028035413147299550e+02,4.916712674892041832e+02,2.600000000000000000e+01,6.056070826294599030e+00,9.833425349784084446e+00,5.200000000000000178e-01
3.330838909707381390e+02,4.916348093908745795e+02,2.624500083923339844e+01,6.661677819414762780e+00,9.832696187817491662e+00,5.249000167846680220e-01
3.633642398142255843e+02,4.915983808746095747e+02,2.600000000000000000e+01,7.267284796284512183e+00,9.831967617492191280e+00,5.200000000000000178e-01
3.936445878487429582e+02,4.915619819408748299e+02,2.600000000000000000e+01,7.872891756974859767e+00,9.831239638817496740e+00,5.200000000000000178e-01
4.239249350734171458e+02,4.915256125894375145e+02,2.600000000000000000e+01,8.478498701468343057e+00,9.830512251788750433e+00,5.200000000000000178e-01
4.542052814890630543e+02,4.914892728202976286e+02,2.600000000000000000e+01,9.084105629781261015e+00,9.829785456405952360e+00,5.200000000000000178e-01
4.844856270961463451e+02,4.914529626334551722e+02,2.611501312255859375e+01,9.689712541922927969e+00,9.829059252669104296e+00,5.223002624511718928e-01
5.147659718955401331e+02,4.914166820286773145e+02,2.304631805419921875e+01,1.029531943791080373e+01,9.828333640573546859e+00,4.609263610839843817e-01
5.450463158877100796e+02,4.913804310064297169e+02,1.941620254516601562e+01,1.090092631775420173e+01,9.827608620128595263e+00,3.883240509033203391e-01
5.753266590720741078e+02,4.913442095662467182e+02,1.657175636291503906e+01,1.150653318144148152e+01,9.826884191324934292e+00,3.314351272583007657e-01
6.056070014533470385e+02,4.913080177083611488e+02,2.234127426147460938e+01,1.211214002906694098e+01,9.826160354167223332e+00,4.468254852294921697e-01
6.358873430280946195e+02,4.912718554327730089e+02,2.922006034851074219e+01,1.271774686056189196e+01,9.825437108655460605e+00,5.844012069702148038e-01
6.661676837969571352e+02,4.912357227394822985e+02,1.751941490173339844e+01,1.332335367593914377e+01,9.824714454789646112e+00,3.503882980346679776e-01
6.964480237633688375e+02,4.911996196282561868e+02,1.672606658935546875e+01,1.392896047526737746e+01,9.823992392565124021e+00,3.345213317871093550e-01
7.267283629265730269e+02,4.911635460997931659e+02,2.121068000793457031e+01,1.453456725853146025e+01,9.823270921995863603e+00,4.242136001586914174e-01
7.570087012872681953e+02,4.911275021531619132e+02,2.731049156188964844e+01,1.514017402574536497e+01,9.822550043063237979e+00,5.462098312377929865e-01
7.872890388460364193e+02,4.910914877890609205e+02,2.452539253234863281e+01,1.574578077692072853e+01,9.821829755781218196e+00,4.905078506469726651e-01
8.175693756036343984e+02,4.910555030067916960e+02,2.633397674560546875e+01,1.635138751207268726e+01,9.821110060135834985e+00,5.266795349121093928e-01
8.478497115593054332e+02,4.910195478068199009e+02,2.229414176940917969e+01,1.695699423118610838e+01,9.820390956136398231e+00,4.458828353881836293e-01
8.781300467164837755e+02,4.909836221891455352e+02,1.344714736938476562e+01,1.756260093432967651e+01,9.819672443782911486e+00,2.689429473876953081e-01
9.084103810757515021e+02,4.909477261537685990e+02,4.452409267425537109e+00,1.816820762151503033e+01,9.818954523075372975e+00,8.904818534851074996e-02
9.386907146336743608e+02,4.909118597004562616e+02,3.154695510864257812e+00,1.877381429267348878e+01,9.818237194009125091e+00,6.309391021728515125e-02
9.689710473951417953e+02,4.908760228296741843e+02,3.234842061996459961e+00,1.937942094790283676e+01,9.817520456593483047e+00,6.469684123992920644e-02
9.992513793592224829e+02,4.908402155409567058e+02,3.120447158813476562e+00,1.998502758718445094e+01,9.816804310819135182e+00,6.240894317626953514e-02
1.029531710525392555e+03,4.908044378343038261e+02,2.691069841384887695e+00,2.059063421050785081e+01,9.816088756686076167e+00,5.382139682769775807e-02
1.059812040898366831e+03,4.907686897101812065e+02,2.584664344787597656e+00,2.119624081796733606e+01,9.815373794203624769e+00,5.169328689575195673e-02
1.090092370474711061e+03,4.907329711681231856e+02,2.287100076675415039e+00,2.180184740949422206e+01,9.814659423362463997e+00,4.574200153350830439e-02
1.120372699256404303e+03,4.906972822081297636e+02,2.155373811721801758e+00,2.240745398512808606e+01,9.813945644162595627e+00,4.310747623443603876e-02
1.150653027242689859e+03,4.906616228302009404e+02,2.155373811721801758e+00,2.301306054485379704e+01,9.813232456604019660e+00,4.310747623443603876e-02
1.180933354438515380e+03,4.906259930348023772e+02,1.691908121109008789e+00,2.361866708877030874e+01,9.812519860696047758e+00,3.383816242218017772e-02
1.211213680840271991e+03,4.905903928214684129e+02,1.889777898788452148e+00,2.422427361680544067e+01,9.811807856429368258e+00,3.779555797576904241e-02
1.241494006448599976e+03,4.905548221901990473e+02,1.691908121109008789e+00,2.482988012897200036e+01,9.811096443803981160e+00,3.383816242218017772e-02
1.271774331267050002e+03,4.905192811414599419e+02,2.011539220809936523e+00,2.543548662534099947e+01,9.810385622829199903e+00,4.023078441619873380e-02
1.302054655294748954e+03,4.904837696743197739e+02,2.122591495513916016e+00,2.604109310589497994e+01,9.809675393486395834e+00,4.245182991027832142e-02
3.024309075844939798e+01,4.612848946356680244e+02,5.450423431396484375e+01,6.048618151689879596e-01,9.225697892713361270e+00,1.090084686279296999e+00
6.052347775129601359e+01,4.612481711253058165e+02,5.759416198730468750e+01,1.210469555025920352e+00,9.224963422506116117e+00,1.151883239746093857e+00
9.080386392568470910e+01,4.612114771972410381e+02,6.017166900634765625e+01,1.816077278513694271e+00,9.224229543944820975e+00,1.203433380126953223e+00
1.210842492851661518e+02,4.611748128505423665e+02,6.643482971191406250e+01,2.421684985703322912e+00,9.223496257010847188e+00,1.328696594238281348e+00
1.513646338302642107e+02,4.611381780854426324e+02,6.149914932250976562e+01,3.027292676605284338e+00,9.222763561708852365e+00,1.229982986450195437e+00
1.816450175576610491e+02,4.611015729017090052e+02,5.640049743652343750e+01,3.632900351153220964e+00,9.222031458034180673e+00,1.128009948730468670e+00
2.119254004719550721e+02,4.610649973000399768e+02,4.895416641235351562e+01,4.238508009439101443e+00,9.221299946000799608e+00,9.790833282470703391e-01
2.422057825725642033e+02,4.610284512795042247e+02,3.722107315063476562e+01,4.844115651451284421e+00,9.220569025590084067e+00,7.444214630126952947e-01
2.724861638587317429e+02,4.609919348412659019e+02,2.600000000000000000e+01,5.449723277174634894e+00,9.219838696825318536e+00,5.200000000000000178e-01
3.027665443352307193e+02,4.609554479841608554e+02,2.600000000000000000e+01,6.055330886704614279e+00,9.219108959683216753e+00,5.200000000000000178e-01
3.330469239986268803e+02,4.609189907088875771e+02,2.619000053405761719e+01,6.660938479972537962e+00,9.218379814177751541e+00,5.238000106811523393e-01
3.633273028495023027e+02,4.608825630154460669e+02,2.600000000000000000e+01,7.266546056990046409e+00,9.217651260308921124e+00,5.200000000000000178e-01
3.936076808913494460e+02,4.608461649033706635e+02,2.600000000000000000e+01,7.872153617826989525e+00,9.216923298067413839e+00,5.200000000000000178e-01
4.238880581234116107e+02,4.608097963728941977e+02,2.600000000000000000e+01,8.477761162468231859e+00,9.216195927457883741e+00,5.200000000000000178e-01
4.541684345463872887e+02,4.607734574242495000e+02,2.600000000000000000e+01,9.083368690927745348e+00,9.215469148484990214e+00,5.200000000000000178e-01
