x_m,y_m,elevation_m,x_sim,y_sim,z_sim
1.151086975056095980e+03,8.592512292589526623e+02,5.722874164581298828e+00,2.302173950112192102e+01,1.718502458517905396e+01,1.144574832916259721e-01
1.181366942109540105e+03,8.592155898108612746e+02,2.829466342926025391e+00,2.362733884219080238e+01,1.718431179621722649e+01,5.658932685852050698e-02
1.211646908368973527e+03,8.591799799529835582e+02,2.192483901977539062e+00,2.423293816737947282e+01,1.718359959905967216e+01,4.384967803955078236e-02
1.241926873835094739e+03,8.591443996855523437e+02,1.637515068054199219e+00,2.483853747670189449e+01,1.718288799371104858e+01,3.275030136108398465e-02
1.272206838511279784e+03,8.591088490081019700e+02,1.637515068054199219e+00,2.544413677022559739e+01,1.718217698016204054e+01,3.275030136108398465e-02
1.302486802396888379e+03,8.590733279208652675e+02,1.863307356834411621e+00,2.604973604793776687e+01,1.718146655841730563e+01,3.726614713668823659e-02
1.215304314452223480e+02,8.297647451688535511e+02,5.788035964965820312e+01,2.430608628904447066e+00,1.659529490337707003e+01,1.157607192993164169e+00
1.518104558548075147e+02,8.297281004788819700e+02,5.718635177612304688e+01,3.036209117096150489e+00,1.659456200957763983e+01,1.143727035522460911e+00
1.820904794466914609e+02,8.296914853784255683e+02,5.951295852661132812e+01,3.641809588933829112e+00,1.659382970756850995e+01,1.190259170532226518e+00
2.123705022255307995e+02,8.296548998677171767e+02,6.781258392333984375e+01,4.247410044510615990e+00,1.659309799735434510e+01,1.356251678466796839e+00
2.426505241907434538e+02,8.296183439467567950e+02,7.378499603271484375e+01,4.853010483814869325e+00,1.659236687893513462e+01,1.475699920654296893e+00
2.729305453415727243e+02,8.295818176150787622e+02,8.047737884521484375e+01,5.458610906831454557e+00,1.659163635230157396e+01,1.609547576904296839e+00
3.032105656827916391e+02,8.295453208736144006e+02,8.946209716796875000e+01,6.064211313655833102e+00,1.659090641747229000e+01,1.789241943359375142e+00
3.334905852109077387e+02,8.295088537216652185e+02,9.627293395996093750e+01,6.669811704218155057e+00,1.659017707443330636e+01,1.925458679199218759e+00
3.637706039266195148e+02,8.294724161589983851e+02,9.189835357666015625e+01,7.275412078532390581e+00,1.658944832317996898e+01,1.837967071533203267e+00
3.940506218333030120e+02,8.294360081860795617e+02,9.426750946044921875e+01,7.881012436666060772e+00,1.658872016372159308e+01,1.885350189208984339e+00
4.243306389303179458e+02,8.293996298029087484e+02,8.774465179443359375e+01,8.486612778606358987e+00,1.658799259605817511e+01,1.754893035888671848e+00
4.546106552182463929e+02,8.293632810094859451e+02,7.898870086669921875e+01,9.092213104364928355e+00,1.658726562018971862e+01,1.579774017333984482e+00
4.848906706977286376e+02,8.293269618055783212e+02,6.827967071533203125e+01,9.697813413954573747e+00,1.658653923611156600e+01,1.365593414306640607e+00
5.151706853694631718e+02,8.292906721911858767e+02,6.191660690307617188e+01,1.030341370738926443e+01,1.658581344382371725e+01,1.238332138061523535e+00
5.454506992341484874e+02,8.292544121663086116e+02,4.962203216552734375e+01,1.090901398468296968e+01,1.658508824332617237e+01,9.924406433105469327e-01
5.757307122909696773e+02,8.292181817314121872e+02,4.150425338745117188e+01,1.151461424581939319e+01,1.658436363462824303e+01,8.300850677490234641e-01
6.060107245448743924e+02,8.291819808857981116e+02,2.871362495422363281e+01,1.212021449089748870e+01,1.658363961771596351e+01,5.742724990844726429e-01
6.362907359921955504e+02,8.291458096301648766e+02,2.063195037841796875e+01,1.272581471984391044e+01,1.658291619260329952e+01,4.126390075683593617e-01
6.665707466336898506e+02,8.291096679638139904e+02,1.600488853454589844e+01,1.333141493267379651e+01,1.658219335927628180e+01,3.200977706909179932e-01
6.968507564727915451e+02,8.290735558869782835e+02,1.532403564453125000e+01,1.393701512945583154e+01,1.658147111773956439e+01,3.064807128906250067e-01
7.271307655086857267e+02,8.290374734003562480e+02,9.564255714416503906e+00,1.454261531017371567e+01,1.658074946800712368e+01,1.912851142883300881e-01
7.574107737421290949e+02,8.290014205025509000e+02,1.095320320129394531e+01,1.514821547484258168e+01,1.658002841005101757e+01,2.190640640258789129e-01
7.876907811737619340e+02,8.289653971947263926e+02,1.759407997131347656e+01,1.575381562347523889e+01,1.657930794389452700e+01,3.518815994262695646e-01
8.179707878042245284e+02,8.289294034764170647e+02,1.993519592285156250e+01,1.635941575608449128e+01,1.657858806952834030e+01,3.987039184570312367e-01
8.482507936328183860e+02,8.288934393478557467e+02,2.069987106323242188e+01,1.696501587265636957e+01,1.657786878695711508e+01,4.139974212646484464e-01
8.785307986629195511e+02,8.288575048088096082e+02,2.217136573791503906e+01,1.757061597325839131e+01,1.657715009617619373e+01,4.434273147583007724e-01
9.088108028952265158e+02,8.288215998592786491e+02,2.466367912292480469e+01,1.817621605790452932e+01,1.657643199718557270e+01,4.932735824584961182e-01
9.390908063261886127e+02,8.287857244990300387e+02,2.816419029235839844e+01,1.878181612652377197e+01,1.657571448998060148e+01,5.632838058471679732e-01
9.693708089606952854e+02,8.287498787287622690e+02,3.198856735229492188e+01,1.938741617921390770e+01,1.657499757457524581e+01,6.397713470458984419e-01
9.996508107979898341e+02,8.287140625477768481e+02,3.210274505615234375e+01,1.999301621595979839e+01,1.657428125095553639e+01,6.420549011230468617e-01
1.029930811837315559e+03,8.286782759565394372e+02,2.916692924499511719e+01,2.059861623674631304e+01,1.657356551913078846e+01,5.833385848999023127e-01
1.060210812083561905e+03,8.286425189545843750e+02,2.468134117126464844e+01,2.120421624167124008e+01,1.657285037909168679e+01,4.936268234252929599e-01
1.090490811533119995e+03,8.286067915423773229e+02,2.052439880371093750e+01,2.180981623066239905e+01,1.657213583084754660e+01,4.104879760742187744e-01
1.120770810188143514e+03,8.285710937199182808e+02,1.432194328308105469e+01,2.241541620376287014e+01,1.657142187439836434e+01,2.864388656616210782e-01
1.151050808047817554e+03,8.285354254865087569e+02,9.913511276245117188e+00,2.302101616095634995e+01,1.657070850973017428e+01,1.982702255249023382e-01
1.181330805117031559e+03,8.284997868428472430e+02,5.238570213317871094e+00,2.362661610234063048e+01,1.656999573685694571e+01,1.047714042663574208e-01
1.211610801392234862e+03,8.284641777889337391e+02,2.599324226379394531e+00,2.423221602784469653e+01,1.656928355577867507e+01,5.198648452758788951e-02
1.241890796874067746e+03,8.284285983245354146e+02,2.469469785690307617e+00,2.483781593748135563e+01,1.656857196649070829e+01,4.938939571380615567e-02
1.272170791566022672e+03,8.283930484494194388e+02,3.458993911743164062e+00,2.544341583132045415e+01,1.656786096898838778e+01,6.917987823486328181e-02
1.302450785467401147e+03,8.283575281640514731e+02,2.735858917236328125e+00,2.604901570934802280e+01,1.656715056328102875e+01,5.471717834472656500e-02
1.332730778578727040e+03,8.283220374679658562e+02,1.687560558319091797e+00,2.665461557157454209e+01,1.656644074935931599e+01,3.375121116638183510e-02
1.214932447757455520e+02,7.990489142399746925e+02,5.591231918334960938e+01,2.429864895514910916e+00,1.598097828479949456e+01,1.118246383666992250e+00
1.517732992005185224e+02,7.990122703767847270e+02,5.591231918334960938e+01,3.035465984010370377e+00,1.598024540753569411e+01,1.118246383666992250e+00
1.820533528075320646e+02,7.989756561028771102e+02,5.709667205810546875e+01,3.641067056150641523e+00,1.597951312205754171e+01,1.141933441162109375e+00
2.123334056016174145e+02,7.989390714175533503e+02,6.479612731933593750e+01,4.246668112032348397e+00,1.597878142835106807e+01,1.295922546386718777e+00
2.426134575819596648e+02,7.989025163215119392e+02,6.903084564208984375e+01,4.852269151639193367e+00,1.597805032643023893e+01,1.380616912841796884e+00
2.728935087479767390e+02,7.988659908145200461e+02,7.700743865966796875e+01,5.457870174959534637e+00,1.597731981629040199e+01,1.540148773193359411e+00
3.031735591043252498e+02,7.988294948963448405e+02,8.428939819335937500e+01,6.063471182086504818e+00,1.597658989792689788e+01,1.685787963867187544e+00
3.334536086476291530e+02,7.987930285676848143e+02,8.679872131347656250e+01,6.669072172952582811e+00,1.597586057135369586e+01,1.735974426269531357e+00
3.637336573785287328e+02,7.987565918273758143e+02,8.743811035156250000e+01,7.274673147570574372e+00,1.597513183654751678e+01,1.748762207031250071e+00
3.940137053004000336e+02,7.987201846761163324e+02,7.740201568603515625e+01,7.880274106008000601e+00,1.597440369352232636e+01,1.548040313720703054e+00
4.242937524125445634e+02,7.986838071141391993e+02,7.241212463378906250e+01,8.485875048250891339e+00,1.597367614228278399e+01,1.448242492675781312e+00
4.545737987156026065e+02,7.986474591409787536e+02,6.906054687500000000e+01,9.091475974312052344e+00,1.597294918281957621e+01,1.381210937500000124e+00
4.848538442102144472e+02,7.986111407568678260e+02,6.502388000488281250e+01,9.697076884204289371e+00,1.597222281513735709e+01,1.300477600097656339e+00
5.151338888971367851e+02,7.985748519615735859e+02,6.254798889160156250e+01,1.030267777794273520e+01,1.597149703923147257e+01,1.250959777832031383e+00
5.454139327768934891e+02,7.985385927553288639e+02,4.721607208251953125e+01,1.090827865553787035e+01,1.597077185510657849e+01,9.443214416503906694e-01
5.756939758489024825e+02,7.985023631376679987e+02,4.355463790893554688e+01,1.151387951697804901e+01,1.597004726275335962e+01,8.710927581787109020e-01
6.059740181178785861e+02,7.984661631095223129e+02,3.839326095581054688e+01,1.211948036235757264e+01,1.596932326219044640e+01,7.678652191162109730e-01
6.362540595803293400e+02,7.984299926699604839e+02,2.496862792968750000e+01,1.272508119160658779e+01,1.596859985339921018e+01,4.993725585937500155e-01
6.665341002369532362e+02,7.983938518194481730e+02,1.594679069519042969e+01,1.333068200473906550e+01,1.596787703638896438e+01,3.189358139038085960e-01
6.968141400911263190e+02,7.983577405577525496e+02,8.861518859863281250e+00,1.393628280182252688e+01,1.596715481115505142e+01,1.772303771972656150e-01
7.270941791421500966e+02,7.983216588853392750e+02,6.561551094055175781e+00,1.454188358284300264e+01,1.596643317770678649e+01,1.312310218811035267e-01
7.573742173907230608e+02,7.982856068012770265e+02,8.473988533020019531e+00,1.514748434781446207e+01,1.596571213602554096e+01,1.694797706604004028e-01
7.876542548374854960e+02,7.982495843064971268e+02,1.617908477783203125e+01,1.575308509674971091e+01,1.596499168612994346e+01,3.235816955566406250e-01
8.179342914830194786e+02,7.982135914007667452e+02,1.916311264038085938e+01,1.635868582966039142e+01,1.596427182801533462e+01,3.832622528076172208e-01
8.482143273266847245e+02,7.981776280838530511e+02,2.046438407897949219e+01,1.696428654653369605e+01,1.596355256167706216e+01,4.092876815795898349e-01
8.784943623718572780e+02,7.981416943552903831e+02,1.907674789428710938e+01,1.756988724743714769e+01,1.596283388710580731e+01,3.815349578857422097e-01
9.087743966192356311e+02,7.981057902162428945e+02,2.234756278991699219e+01,1.817548793238471205e+01,1.596211580432485810e+01,4.469512557983398304e-01
9.390544300653273240e+02,7.980699156662449241e+02,2.625509071350097656e+01,1.878108860130654634e+01,1.596139831332489933e+01,5.251018142700195623e-01
9.693344627149053849e+02,7.980340707045979798e+02,2.953535842895507812e+01,1.938668925429810841e+01,1.596068141409195995e+01,5.907071685791015492e-01
9.996144945672713220e+02,7.979982553322333843e+02,2.892212486267089844e+01,1.999228989134542545e+01,1.595996510664466861e+01,5.784424972534180087e-01
1.029894525621668436e+03,7.979624695486854762e+02,2.647669029235839844e+01,2.059789051243336999e+01,1.595924939097371009e+01,5.295338058471680265e-01
1.060174555882927962e+03,7.979267133537214249e+02,2.438465881347656250e+01,2.120349111765855810e+01,1.595853426707442857e+01,4.876931762695312367e-01
1.090454585347557440e+03,7.978909867478068918e+02,1.779878044128417969e+01,2.180909170695115051e+01,1.595781973495613748e+01,3.559756088256835760e-01
1.120734614017652348e+03,7.978552897309418768e+02,1.272667217254638672e+01,2.241469228035304795e+01,1.595710579461883860e+01,2.545334434509277655e-01
1.151014641892397776e+03,7.978196223026607186e+02,9.733270645141601562e+00,2.302029283784795766e+01,1.595639244605321494e+01,1.946654129028320412e-01
1.181294668976624962e+03,7.977839844634290785e+02,7.306849479675292969e+00,2.362589337953249924e+01,1.595567968926858171e+01,1.461369895935058505e-01
1.211574695266899653e+03,7.977483762127812952e+02,4.521231174468994141e+00,2.423149390533799519e+01,1.595496752425562548e+01,9.042462348937987948e-02
1.241854720763803925e+03,7.977127975516486913e+02,5.114923477172851562e+00,2.483709441527608064e+01,1.595425595103297489e+01,1.022984695434570324e-01
1.272134745470772032e+03,7.976772484790999442e+02,4.815277576446533203e+00,2.544269490941544021e+01,1.595354496958199952e+01,9.630555152893066628e-02
1.302414769387105480e+03,7.976417289951350540e+02,3.097653150558471680e+00,2.604829538774211173e+01,1.595283457990270115e+01,6.195306301116943609e-02
1.332694792513502762e+03,7.976062391002196819e+02,1.833023905754089355e+00,2.665389585027005737e+01,1.595212478200439321e+01,3.666047811508178766e-02
9.117597372957970947e+01,7.683697565232869238e+02,6.439163208007812500e+01,1.823519474591594136e+00,1.536739513046573968e+01,1.287832641601562633e+00
1.214560589831089601e+02,7.683330838989932090e+02,6.231496047973632812e+01,2.429121179662179220e+00,1.536666167797986482e+01,1.246299209594726509e+00
1.517361434223712422e+02,7.682964408630505204e+02,5.903043746948242188e+01,3.034722868447425004e+00,1.536592881726101112e+01,1.180608749389648438e+00
1.820162270438740961e+02,7.682598274152260274e+02,5.917389678955078125e+01,3.640324540877482029e+00,1.536519654830452097e+01,1.183477935791015678e+00
2.122963098523905501e+02,7.682232435559853911e+02,5.909180450439453125e+01,4.245926197047810824e+00,1.536446487111970782e+01,1.181836090087890589e+00
2.425763918472803198e+02,7.681866892850957811e+02,6.161701202392578125e+01,4.851527836945606076e+00,1.536373378570191583e+01,1.232340240478515758e+00
2.728564730277284980e+02,7.681501646027900279e+02,7.025804138183593750e+01,5.457129460554569711e+00,1.536300329205580084e+01,1.405160827636718679e+00
3.031365533985663205e+02,7.681136695083696395e+02,8.002215576171875000e+01,6.062731067971326659e+00,1.536227339016739357e+01,1.600443115234374991e+00
3.334166329563013278e+02,7.680772040023002774e+02,8.478071594238281250e+01,6.668332659126027018e+00,1.536154408004600569e+01,1.695614318847656232e+00
3.636967117016320117e+02,7.680407680845819414e+02,8.886122131347656250e+01,7.273934234032640056e+00,1.536081536169163897e+01,1.777224426269531365e+00
3.939767896379344165e+02,7.680043617549818009e+02,7.724770355224609375e+01,7.879535792758688650e+00,1.536008723509963581e+01,1.544954071044921884e+00
4.242568667645100504e+02,7.679679850139655173e+02,6.683060455322265625e+01,8.485137335290200866e+00,1.535935970027931141e+01,1.336612091064453223e+00
4.545369430819991976e+02,7.679316378613002598e+02,6.471450805664062500e+01,9.090738861639984236e+00,1.535863275722600463e+01,1.294290161132812589e+00
4.848170185911003500e+02,7.678953202969860286e+02,6.462049865722656250e+01,9.696340371822007143e+00,1.535790640593972078e+01,1.292409973144531321e+00
5.150970932923955843e+02,7.678590323205571622e+02,6.508998870849609375e+01,1.030194186584791183e+01,1.535718064641114289e+01,1.301799774169921875e+00
5.453771671866416000e+02,7.678227739327121526e+02,5.137314987182617188e+01,1.090754334373283285e+01,1.535645547865424376e+01,1.027462997436523473e+00
5.756572402730234899e+02,7.677865451329853386e+02,4.390637969970703125e+01,1.151314480546047037e+01,1.535573090265970642e+01,8.781275939941406428e-01
6.059373125564306974e+02,7.677503459216095507e+02,3.807587814331054688e+01,1.211874625112861459e+01,1.535500691843219201e+01,7.615175628662109730e-01
6.362173840333125554e+02,7.677141762983519584e+02,2.882093429565429688e+01,1.272434768066625210e+01,1.535428352596703938e+01,5.764186859130859819e-01
6.664974547043093480e+02,7.676780362636782229e+02,1.468036079406738281e+01,1.332994909408618689e+01,1.535356072527356552e+01,2.936072158813476385e-01
6.967775245729135349e+02,7.676419258168898523e+02,6.114448547363281250e+00,1.393555049145827063e+01,1.535283851633779761e+01,1.222889709472656239e-01
7.270575936383684166e+02,7.676058449589181691e+02,5.893398761749267578e+00,1.454115187276736876e+01,1.535211689917836431e+01,1.178679752349853505e-01
7.573376619013142772e+02,7.675697936885990202e+02,6.655144691467285156e+00,1.514675323802628526e+01,1.535139587377198112e+01,1.331028938293457031e-01
7.876177293624496087e+02,7.675337720068637282e+02,1.128970146179199219e+01,1.575235458724899296e+01,1.535067544013727492e+01,2.257940292358398549e-01
8.178977960224146955e+02,7.674977799134794623e+02,1.819497680664062500e+01,1.635795592044829405e+01,1.534995559826958988e+01,3.638995361328125067e-01
8.481778618803946301e+02,7.674618174079805613e+02,2.223610877990722656e+01,1.696355723760789402e+01,1.534923634815961080e+01,4.447221755981445312e-01
8.784579269399982877e+02,7.674258844910655171e+02,1.930947113037109375e+01,1.756915853879996448e+01,1.534851768982131048e+01,3.861894226074218950e-01
9.087379912017495371e+02,7.673899811620358378e+02,1.844006729125976562e+01,1.817475982403498946e+01,1.534779962324071789e+01,3.688013458251953036e-01
9.390180546622141264e+02,7.673541074215900153e+02,2.046667480468750000e+01,1.878036109324428438e+01,1.534708214843180052e+01,4.093334960937500266e-01
9.692981173261650838e+02,7.673182632690295577e+02,2.571560859680175781e+01,1.938596234652330352e+01,1.534636526538059087e+01,5.143121719360351785e-01
9.995781791928457096e+02,7.672824487048201263e+02,2.501479721069335938e+01,1.999156358385691590e+01,1.534564897409640238e+01,5.002959442138672497e-01
1.029858240261673927e+03,7.672466637291945517e+02,2.609890747070312500e+01,2.059716480523347926e+01,1.534493327458389089e+01,5.219781494140625089e-01
1.060138300537248142e+03,7.672109083414543420e+02,2.371224594116210938e+01,2.120276601074496270e+01,1.534421816682908712e+01,4.742449188232422119e-01
1.090418360016308725e+03,7.671751825418323278e+02,1.512804222106933594e+01,2.180836720032617393e+01,1.534350365083664691e+01,3.025608444213866988e-01
1.120698418700718321e+03,7.671394863307941705e+02,7.941368579864501953e+00,2.241396837401436670e+01,1.534278972661588369e+01,1.588273715972900457e-01
1.150978476589778438e+03,7.671038197074085474e+02,6.415091514587402344e+00,2.301956953179556820e+01,1.534207639414817059e+01,1.283018302917480480e-01
1.181258533688320313e+03,7.670681826726067811e+02,4.663557052612304688e+00,2.362517067376640512e+01,1.534136365345213626e+01,9.327114105224609819e-02
1.211538589992909692e+03,7.670325752256903797e+02,3.571541309356689453e+00,2.423077179985819285e+01,1.534065150451380788e+01,7.143082618713379739e-02
1.241818645504186861e+03,7.669969973673578352e+02,4.426996707916259766e+00,2.483637291008373893e+01,1.533993994734715649e+01,8.853993415832520086e-02
1.272098700225469656e+03,7.669614490971434861e+02,4.409348011016845703e+00,2.544197400450939384e+01,1.533922898194287043e+01,8.818696022033691018e-02
1.302378754156176001e+03,7.669259304148145020e+02,3.696223497390747070e+00,2.604757508312351888e+01,1.533851860829629032e+01,7.392446994781494418e-02
1.332658807296887971e+03,7.668904413210693747e+02,1.750232338905334473e+00,2.665317614593775986e+01,1.533780882642138721e+01,3.500464677810669056e-02
9.113875880005070940e+01,7.376539259431883693e+02,6.569721984863281250e+01,1.822775176001014241e+00,1.475307851886376831e+01,1.313944396972656303e+00
1.214188740673707798e+02,7.376172541466075927e+02,6.646920776367187500e+01,2.428377481347415490e+00,1.475234508293215185e+01,1.329384155273437562e+00
1.516989885204238817e+02,7.375806119376793504e+02,6.376715469360351562e+01,3.033979770408477883e+00,1.475161223875358729e+01,1.275343093872070233e+00
1.819791021556593478e+02,7.375439993166364729e+02,5.707121276855468750e+01,3.639582043113187115e+00,1.475087998633273045e+01,1.141424255371093821e+00
2.122592149779666215e+02,7.375074162830132991e+02,5.450321960449218750e+01,4.245184299559332075e+00,1.475014832566026612e+01,1.090064392089843848e+00
2.425393269865890034e+02,7.374708628370426595e+02,5.415439987182617188e+01,4.850786539731780422e+00,1.474941725674085369e+01,1.083087997436523509e+00
2.728194381807697937e+02,7.374343389789573848e+02,6.118219757080078125e+01,5.456388763615396265e+00,1.474868677957914720e+01,1.223643951416015563e+00
3.030995485653984360e+02,7.373978447082918137e+02,6.887954711914062500e+01,6.061990971307968934e+00,1.474795689416583677e+01,1.377590942382812544e+00
3.333796581368660554e+02,7.373613800252787769e+02,7.562287902832031250e+01,6.667593162737321499e+00,1.474722760050557646e+01,1.512457580566406223e+00
3.636597668959293514e+02,7.373249449299182743e+02,8.160275268554687500e+01,7.273195337918586745e+00,1.474649889859836627e+01,1.632055053710937509e+00
3.939398748460225761e+02,7.372885394222103059e+02,8.228990173339843750e+01,7.878797496920451948e+00,1.474577078844420619e+01,1.645798034667968812e+00
4.242199819862726144e+02,7.372521635023877025e+02,8.082159423828125000e+01,8.484399639725452857e+00,1.474504327004775384e+01,1.616431884765624938e+00
4.545000883175525814e+02,7.372158171697519720e+02,7.417957305908203125e+01,9.090001766351051060e+00,1.474431634339503994e+01,1.483591461181640758e+00
4.847801938403281383e+02,7.371795004250016063e+02,7.126237487792968750e+01,9.695603876806563548e+00,1.474359000850003198e+01,1.425247497558593812e+00
5.150602985554141924e+02,7.371432132676709443e+02,6.866085815429687500e+01,1.030120597110828484e+01,1.474286426535341832e+01,1.373217163085937553e+00
5.453404024633346125e+02,7.371069556982256472e+02,5.123306655883789062e+01,1.090680804926669190e+01,1.474213911396451238e+01,1.024661331176757839e+00
5.756205055634491146e+02,7.370707277164328843e+02,3.451740264892578125e+01,1.151241011126898250e+01,1.474141455432865833e+01,6.903480529785156472e-01
6.059006078605307266e+02,7.370345293220598251e+02,2.611699867248535156e+01,1.211801215721061453e+01,1.474069058644119679e+01,5.223399734497070623e-01
6.361807093511451967e+02,7.369983605155721307e+02,1.792518806457519531e+01,1.272361418702290337e+01,1.473996721031144297e+01,3.585037612915039085e-01
6.664608100358163938e+02,7.369622212962713093e+02,1.250963211059570312e+01,1.332921620071632773e+01,1.473924442592542583e+01,2.501926422119140625e-01
6.967409099181531928e+02,7.369261116648558527e+02,5.888955593109130859e+00,1.393481819836306457e+01,1.473852223329711819e+01,1.177791118621826227e-01
7.270210089972824790e+02,7.368900316208600998e+02,5.855852603912353516e+00,1.454042017994565050e+01,1.473780063241720306e+01,1.171170520782470748e-01
7.573011072739027441e+02,7.368539811642840505e+02,7.933489799499511719e+00,1.514602214547805481e+01,1.473707962328568044e+01,1.586697959899902310e-01
7.875812047487124801e+02,7.368179602955933660e+02,1.042653560638427734e+01,1.575162409497425031e+01,1.473635920591186732e+01,2.085307121276855635e-01
8.178613014223519713e+02,7.367819690145552158e+02,1.641358184814453125e+01,1.635722602844704099e+01,1.473563938029110432e+01,3.282716369628906339e-01
8.481413972940645181e+02,7.367460073211695999e+02,1.820984840393066406e+01,1.696282794588129050e+01,1.473492014642339143e+01,3.641969680786132924e-01
8.784214923673425801e+02,7.367100752147380263e+02,1.948984718322753906e+01,1.756842984734685231e+01,1.473420150429476116e+01,3.897969436645508101e-01
9.087015866427682340e+02,7.366741726966574788e+02,1.961973190307617188e+01,1.817403173285536511e+01,1.473348345393315029e+01,3.923946380615234708e-01
9.389816801168490201e+02,7.366382997655309737e+02,1.697234344482421875e+01,1.877963360233698253e+01,1.473276599531062026e+01,3.394468688964843994e-01
9.692617727944743820e+02,7.366024564222898334e+02,2.246695518493652344e+01,1.938523545588948949e+01,1.473204912844579617e+01,4.493391036987304799e-01
9.995418646748294123e+02,7.365666426664683968e+02,2.521171379089355469e+01,1.999083729349658967e+01,1.473133285332936815e+01,5.042342758178710582e-01
1.029821955757273827e+03,7.365308584980666637e+02,2.666184997558593750e+01,2.059643911514547554e+01,1.473061716996133441e+01,5.332369995117187678e-01
1.060102046046522446e+03,7.364951039175502956e+02,2.286393928527832031e+01,2.120204092093045034e+01,1.472990207835100662e+01,4.572787857055664040e-01
1.090382135539199226e+03,7.364593789242208004e+02,8.503160476684570312e+00,2.180764271078398409e+01,1.472918757848441551e+01,1.700632095336914174e-01
1.120662224237225018e+03,7.364236835187766701e+02,4.335181713104248047e+00,2.241324448474449937e+01,1.472847367037553390e+01,8.670363426208496649e-02
1.150942312139959540e+03,7.363880177007522434e+02,3.521646022796630859e+00,2.301884624279919223e+01,1.472776035401504480e+01,7.043292045593262107e-02
1.181222399252175819e+03,7.363523814701475203e+02,3.468383312225341797e+00,2.362444798504351695e+01,1.472704762940294998e+01,6.936766624450683982e-02
1.211502485570381396e+03,7.363167748271953315e+02,3.468383312225341797e+00,2.423004971140762720e+01,1.472633549654390706e+01,6.936766624450683982e-02
1.241782571095216554e+03,7.362811977716628462e+02,4.352193832397460938e+00,2.483565142190433050e+01,1.472562395543325664e+01,8.704387664794921431e-02
1.272062655830173753e+03,7.362456503037828952e+02,5.020847320556640625e+00,2.544125311660347677e+01,1.472491300607565812e+01,1.004169464111328153e-01
1.302342739774496295e+03,7.362101324230898172e+02,2.655502796173095703e+00,2.604685479548992788e+01,1.472420264846179627e+01,5.311005592346191434e-02
1.332622822928766254e+03,7.361746441302821040e+02,1.620932340621948242e+00,2.665245645857532608e+01,1.472349288260564215e+01,3.241864681243896568e-02
6.082139865279896185e+01,7.069747965070419014e+02,6.135990142822265625e+01,1.216427973055979272e+00,1.413949593014083916e+01,1.227198028564453258e+00
9.110154474811861292e+01,7.069380959512200207e+02,6.623166656494140625e+01,1.822030894962372249e+00,1.413876191902440027e+01,1.324633331298828098e+00
1.213816900285310112e+02,7.069014249825850129e+02,6.435741424560546875e+01,2.427633800570620171e+00,1.413802849965169983e+01,1.287148284912109419e+00
1.516618344946182333e+02,7.068647836009040475e+02,5.743782424926757812e+01,3.033236689892364613e+00,1.413729567201808202e+01,1.148756484985351545e+00
1.819419781429460272e+02,7.068281718059442937e+02,5.330646133422851562e+01,3.638839562858920740e+00,1.413656343611888566e+01,1.066129226684570330e+00
2.122221209782874212e+02,7.067915895979385823e+02,5.020772171020507812e+01,4.244442419565748637e+00,1.413583179195877193e+01,1.004154434204101554e+00
2.425022629999439232e+02,7.067550369771197438e+02,4.663761520385742188e+01,4.850045259998878144e+00,1.413510073954239488e+01,9.327523040771484863e-01
2.727824042072170414e+02,7.067185139434877783e+02,5.275421142578125000e+01,5.455648084144341325e+00,1.413437027886975628e+01,1.055084228515625000e+00
3.030625446048215963e+02,7.066820204965770245e+02,5.931871795654296875e+01,6.061250892096431642e+00,1.413364040993154092e+01,1.186374359130859313e+00
3.333426841893815435e+02,7.066455566368531436e+02,6.488806152343750000e+01,6.666853683787630658e+00,1.413291113273706401e+01,1.297761230468750027e+00
3.636228229614789598e+02,7.066091223638504744e+02,7.307724761962890625e+01,7.272456459229579728e+00,1.413218244727701034e+01,1.461544952392578089e+00
3.939029609245480970e+02,7.065727176778018475e+02,7.956391143798828125e+01,7.878059218490961690e+00,1.413145435355603752e+01,1.591278228759765767e+00
4.241830980778904632e+02,7.065363425789400935e+02,8.312819671630859375e+01,8.483661961557809050e+00,1.413072685157880137e+01,1.662563934326171999e+00
4.544632344221463427e+02,7.064999970667995512e+02,7.971203613281250000e+01,9.089264688442927564e+00,1.412999994133599202e+01,1.594240722656250053e+00
4.847433699579560198e+02,7.064636811416130513e+02,7.297579956054687500e+01,9.694867399159120325e+00,1.412927362283226174e+01,1.459515991210937447e+00
5.150235046860179864e+02,7.064273948036134243e+02,6.745983886718750000e+01,1.030047009372036015e+01,1.412854789607226813e+01,1.349196777343750098e+00
5.453036386069725268e+02,7.063911380523350090e+02,5.227909088134765625e+01,1.090607277213945103e+01,1.412782276104670132e+01,1.045581817626953125e+00
5.755837717201211490e+02,7.063549108882434666e+02,2.802358627319335938e+01,1.151167543440242369e+01,1.412709821776486940e+01,5.604717254638672541e-01
6.058639040301786736e+02,7.063187133111059666e+02,1.992461585998535156e+01,1.211727808060357425e+01,1.412637426622212011e+01,3.984923171997070135e-01
6.361440355337690562e+02,7.062825453206896782e+02,1.380209159851074219e+01,1.272288071067538162e+01,1.412565090641379406e+01,2.760418319702148682e-01
6.664241662314743735e+02,7.062464069172274321e+02,1.344213294982910156e+01,1.332848332462948804e+01,1.412492813834454886e+01,2.688426589965820512e-01
6.967042961267870851e+02,7.062102981007192284e+02,8.019804954528808594e+00,1.393408592253574163e+01,1.412420596201438450e+01,1.603960990905761719e-01
